budget,cast,certification,company,director,genres,gross_sales,id,opening_weekend,producer,release_date,runtime,title,user_rating,votes,budget_usd,opening_weekend_usd,gross_sales_usd,runtime_numeric,user_rating_numeric,votes_numeric,mpaa_rating,release_year,release_month,release_day
"$25,000,000 (estimated)","Alfred Molina, Carrie-Anne Moss, Aurelien Parent Koenig, Antonio Gil, Hélène Cardona, Harrison Pratt, Gaelan Connell, Élisabeth Commelin, Ron Cook, Guillaume Tardieu","PG-13, TV-MA::(TV rating)","Miramax, David Brown Productions, Fat Free, Miramax",Lasse Hallström,"Drama, Romance","$81,190,583",241303,,"Alan C. Blomquist, David Brown, Mark Cooper, Kit Golden, Leslie Holleran",2000-12-15,121,Chocolat,7.3,192610,25000000.0,,81190583.0,121,7.3,192610,PG-13,2000,12,15
"$140,000,000 (estimated)","George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane, William Fichtner, John Hawkes, Allen Payne, Mary Elizabeth Mastrantonio, Karen Allen, Cherry Jones",PG-13,"Warner Bros., Baltimore Spring Creek Productions, Radiant Productions",Wolfgang Petersen,"Action, Adventure, Drama, Thriller","$328,718,434",177971,"$41,325,042, 02 Jul 2000","Alan B. Curtiss, Duncan Henderson, Gail Katz, Barry Levinson, Brian McNulty",2000-06-26,130,The Perfect Storm,6.4,168977,140000000.0,41325042.0,328718434.0,130,6.4,168977,PG-13,2000,6,26
"$17,000,000 (estimated)","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen, Sihung Lung, Pei-Pei Cheng, Fazeng Li, Xian Gao, Yan Hai, Deming Wang",PG-13,"Asia Union Film & Entertainment Ltd., China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Edko Films, Good Machine",Ang Lee,"Action, Adventure, Drama, Romance","$213,525,736",190332,,"Bo-Chu Chui, Ping Dong, Li-Kong Hsu, William Kong, Ang Lee",2000-05-18,120,"Crouching Tiger, Hidden Dragon",7.9,269789,17000000.0,,213525736.0,120,7.9,269789,PG-13,2000,5,18
,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, James Fox, Cavan Kendall, Julianne White, Álvaro Monje, Robert Atiko, Nieves del Amo Oruet",R,"Recorded Picture Company, FilmFour, Chronopolis Films, Kanzaman, Sexy RPC",Jonathan Glazer,"Crime, Drama, Thriller",,203119,,"Mark Albela, Hercules Bellville, Denise O'Dell, Jeremy Thomas, Peter Watson",2000-09-13,89,Sexy Beast,7.3,61948,,,,89,7.3,61948,R,2000,9,13
"$40,000,000 (estimated)","Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr, Jim Caviezel, Jon Bon Jovi, Angie Dickinson, David Ramsey, Gary Werntz, Colleen Flynn",PG-13,"Warner Bros., Bel Air Entertainment, Tapestry Films",Mimi Leder,Drama,"$55,707,411",223897,"$9,631,359, 22 Oct 2000","Peter Abrams, Paddy Carson, Robert L. Levy, Mary McLaglen, Steven Reuther",2000-10-12,123,Pay It Forward,7.2,119755,40000000.0,9631359.0,55707411.0,123,7.2,119755,PG-13,2000,10,12
"$12,800,000 (estimated)","Björk, Catherine Deneuve, David Morse, Peter Stormare, Joel Grey, Cara Seymour, Vladica Kostic, Jean-Marc Barr, Vincent Paterson, Siobhan Fallon Hogan",R,"Zentropa Entertainments, Trust Film Svenska, Film i Väst, Liberator Productions, Pain Unlimited GmbH Filmproduktion",Lars von Trier,"Crime, Drama, Musical","$35,847,843, 18 Jul 2001",168629,,"Malte Forssell, Friðrik Þór Friðriksson, Finn Gjerdrum, Mogens Glad, Anja Grafers",2000-05-17,140,Dancer in the Dark,7.9,110486,12800000.0,,35847843.0,140,7.9,110486,R,2000,5,17
"$60,000,000 (estimated)","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven, Saul Rubinek, Josef Sommer, Makenzie Vega, Jake Milkovich, Ryan Milkovich, Lisa Thornhill",PG-13,"Universal Pictures, Beacon Communications, Riche-Ludwig Productions, Howard Rosenman Productions, Saturn Films",Brett Ratner,"Comedy, Drama, Fantasy, Romance","$124,745,083",218967,"$15,104,055, 25 Dec 2000","Marc Abraham, Armyan Bernstein, Thomas A. Bliss, Andrew Z. Davis, James M. Freitag",2000-12-12,125,The Family Man,6.8,111105,60000000.0,15104055.0,124745083.0,125,6.8,111105,PG-13,2000,12,12
"$7,000,000 (estimated)","Christian Bale, Justin Theroux, Josh Lucas, Bill Sage, Chloë Sevigny, Reese Witherspoon, Samantha Mathis, Matt Ross, Jared Leto, Willem Dafoe","R, Unrated","Am Psycho Productions, Lions Gate Films, Muse Productions, P.P.S. Films, Pressman Film",Mary Harron,"Crime, Drama, Horror","$34,266,564",144084,"$4,961,015, 16 Apr 2000","Ernie Barbarash, Alessandro Camon, Joseph Drake, Christian Halsey Solomon, Chris Hanley",2000-01-21,102,American Psycho,7.6,610377,7000000.0,4961015.0,34266564.0,102,7.6,610377,R,2000,1,21
"$103,000,000 (estimated)","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana","TV-14, R, Unrated","Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L",Ridley Scott,"Action, Adventure, Drama","$457,640,427, 28 Feb 2012",172495,"$34,819,017, 07 May 2000","David Franzoni, Branko Lustig, Laurie MacDonald, Terry Needham, Walter F. Parkes",2000-05-01,155,Gladiator,8.5,1490359,103000000.0,34819017.0,457640427.0,155,8.5,1490359,R,2000,5,1
"GBP6,000,000 (estimated)","Ade, William Beck, Andy Beckwith, Ewen Bremner, Jason Buckham, Mickey Cantwell, Nicola Collins, Teena Collins, Charles Cork, James Cunningham",R,"Columbia Pictures, SKA Films",Guy Ritchie,"Comedy, Crime","$83,557,872",208092,,"Michael Dreyer, Stephen Marks, Peter Morton, Angad Paul, Sebastian Pearson",2000-08-23,104,Snatch,8.2,853062,,,83557872.0,104,8.2,853062,R,2000,8,23
"$45,000,000 (estimated)","Piper Perabo, Adam Garcia, John Goodman, Maria Bello, Izabella Miko, Tyra Banks, Bridget Moynahan, Melanie Lynskey, Del Pentecost, Michael Weston","TV-PG, TV-14::(L, TV Rating.), PG-13, R","Touchstone Pictures, Jerry Bruckheimer Films",David McNally,"Comedy, Drama, Music, Romance","$113,916,474",200550,"$17,319,282, 06 Aug 2000","Jerry Bruckheimer, Jeff Eamer, Scott Gardenhour, Jennifer Krug-Worthington, Chad Oman",2000-07-31,100,Coyote Ugly,5.7,115859,45000000.0,17319282.0,113916474.0,100,5.7,115859,PG-13,2000,7,31
"$11,000,000 (estimated)","Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union, Clare Kramer, Nicole Bilderback, Tsianina Joelson, Rini Bell, Nathan West, Huntley Ritter","TV-PG::(DL, TV Rating.), Not Rated, PG-13","Beacon Communications, Beacon Pictures, Wonderworks Films",Peyton Reed,"Comedy, Romance, Sport",,204946,"$17,362,105, 27 Aug 2000","Marc Abraham, Jessica Bendinger, Armyan Bernstein, Thomas A. Bliss, Paddy Cullen",2000-08-22,98,Bring It On,6.1,97410,11000000.0,17362105.0,,98,6.1,97410,PG-13,2000,8,22
"$100,000,000 (estimated)","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass",G,"Walt Disney Animation Studios, Walt Disney Pictures",Mark Dindal,"Animation, Adventure, Comedy, Family, Fantasy","$169,327,687",120917,"$9,812,302, 17 Dec 2000","Prudence Fenton, Randy Fullmer, Don Hahn, Patricia Hicks",2000-11-22,78,The Emperor's New Groove,7.4,204734,100000000.0,9812302.0,169327687.0,78,7.4,204734,G,2000,11,22
"$16,000,000 (estimated)","Breckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo, DJ Qualls, Rachel Blanchard, Anthony Rapp, Fred Ward, Tom Green, Andy Dick","TV-14::(DLS, TV Rating.), R, Unrated","Dreamworks Pictures, The Montecito Picture Company",Todd Phillips,Comedy,"$119,754,278",215129,"$15,484,004, 21 May 2000","Daniel Goldberg, Sheldon Kahn, Joe Medjuck, Tom Pollock, Ivan Reitman",2000-05-11,93,Road Trip,6.5,170281,16000000.0,15484004.0,119754278.0,93,6.5,170281,R,2000,5,11
"$50,000,000 (estimated)","Leonardo DiCaprio, Tilda Swinton, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen, Guillaume Canet, Robert Carlyle, Somboon Phutaroth, Weeratham 'Norman' Wichairaksakui, Sahajak Boonthanakit",R,Figment Films,Danny Boyle,"Adventure, Drama, Romance, Thriller","$144,056,873",163978,,"Andrew Macdonald, Callum McDougall",2000-02-02,119,The Beach,6.6,240200,50000000.0,,144056873.0,119,6.6,240200,R,2000,2,2
,"Yuliya Mayarchuk, Jarno Berardi, Francesca Nunzi, Max Parodi, Mauro Lorenz, Leila Carli, Vittorio Attene, Antonio Salines, Chiara Gobbato, Remo Pizzaroni",Not Rated,Lion Pictures,Tinto Brass,"Comedy, Drama",,200192,,"Massimo Ferrero, Giuseppe Gargiulo",2000-01-28,91,Cheeky,5.4,5834,,,,91,5.4,5834,,2000,1,28
"$50,000,000 (estimated)","Keanu Reeves, Gene Hackman, Brooke Langton, Orlando Jones, Faizon Love, Michael Taliferro, Ace Yonamine, Troy Winbush, David Denman, Jon Favreau",PG-13,"Bel Air Entertainment, Dylan Sellers Productions, Warner Bros.",Howard Deutch,"Comedy, Sport","$5,317,452",191397,"$11,039,214, 13 Aug 2000","Jeffrey Chernov, Steven Reuther, Dylan Sellers, Elena Spiotta, Erwin Stoff",2000-08-07,118,The Replacements,6.6,65670,50000000.0,11039214.0,5317452.0,118,6.6,65670,PG-13,2000,8,7
"$23,000,000 (estimated)","Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery","R, Unrated","Polygram Filmed Entertainment, Interscope Communications",David Twohy,"Action, Horror, Sci-Fi, Thriller","$53,187,659",134847,"$14,015,741, 20 Feb 2000","Tom Engelman, Ted Field, Scott Kroopf, Tony Winley",2000-02-18,109,Pitch Black,7.1,240848,23000000.0,14015741.0,53187659.0,109,7.1,240848,R,2000,2,18
"$42,000,000 (estimated)","Phil Daniels, Lynn Ferguson, Mel Gibson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Julia Sawalha, Timothy Spall, Imelda Staunton, Benjamin Whitrow","G, TV-PG::(tv rating)","Aardman Animations, DreamWorks Animation, Pathé, Allied Filmmakers, Dreamworks Pictures","Peter Lord, Nick Park","Animation, Adventure, Comedy, Drama, Family","$224,834,564",120630,,"Jake Eberts, Jeffrey Katzenberg, Peter Lord, Nick Park, Jacky Priddle",2000-06-17,84,Chicken Run,7.1,193118,42000000.0,,224834564.0,84,7.1,193118,G,2000,6,17
"$125,000,000 (estimated)","Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames, Richard Roxburgh, John Polson, Brendan Gleeson, Rade Serbedzija, William Mapother, Dominic Purcell","TV-14::(TV rating), PG-13","Paramount Pictures, Cruise/Wagner Productions, Munich Film Partners & Company (MFP) MI2 Productions",John Woo,"Action, Adventure, Thriller","$565,400,000",120755,"$57,845,297, 28 May 2000","Terence Chang, Tom Cruise, Michael Doven, Paul Hitchcock, Paula Wagner",2000-05-18,123,Mission: Impossible II,6.1,343214,125000000.0,57845297.0,565400000.0,123,6.1,343214,PG-13,2000,5,18
"$5,000,000 (estimated)","Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis, Stuart Wells, Mike Elliot, Billy Fane, Nicola Blackwell, Julie Walters, Carol McGuigan","TV-14::(TV rating), R, PG-13","StudioCanal, Working Title Films, BBC Films, Arts Council of England, Tiger Aspect Productions",Stephen Daldry,"Drama, Music","$109,280,263",249462,,"Charles Brand, Greg Brenman, Jon Finn, Tori Parry, Tessa Ross",2000-05-19,110,Billy Elliot,7.7,135509,5000000.0,,109280263.0,110,7.7,135509,PG-13,2000,5,19
"$127,500,000 (estimated)","Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, D.B. Sweeney, Samuel E. Wright, Peter Siragusa, Julianna Margulies, Joan Plowright, Della Reese",PG,"Walt Disney Pictures, The Secret Lab, Walt Disney Animation Studios","Eric Leighton, Ralph Zondag","Animation, Adventure, Drama, Family, Fantasy","$354,248,063",130623,"$38,854,851, 21 May 2000","Baker Bloodworth, Jim Burton, Enfys Dickinson, Pam Marsden",2000-05-13,82,Dinosaur,6.4,61517,127500000.0,38854851.0,354248063.0,82,6.4,61517,PG,2000,5,13
"$15,000,000 (estimated)","Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan, Joe Berlinger, Sara Phillips, Lynda Millard, Deb Burgoyne, Andrea Cox, Lanny Flaherty",R,"Artisan Entertainment, Haxan Films",Joe Berlinger,"Adventure, Fantasy, Horror, Mystery, Thriller","$21,300,000",229260,"$13,223,887, 29 Oct 2000","Bill Carraro, Kevin J. Foxe, Daniel Myrick, Eduardo Sánchez",2000-10-27,90,Book of Shadows: Blair Witch 2,4.0,38545,15000000.0,13223887.0,21300000.0,90,4.0,38545,R,2000,10,27
"$70,000,000 (estimated)","Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda, Ashley Johnson, Mark Feuerstein, Lauren Holly, Delta Burke, Valerie Perrine, Judy Greer",PG-13,"Paramount Pictures, Icon Entertainment International, Wind Dancer Productions, Centropolis Entertainment",Nancy Meyers,"Comedy, Fantasy, Romance","$191,300,000",207201,"$33,614,543, 17 Dec 2000","Bruce A. Block, Susan Cartsonis, Bruce Davey, Carmen Finestra, Gina Matthews",2000-12-13,127,What Women Want,6.4,208992,70000000.0,33614543.0,191300000.0,127,6.4,208992,PG-13,2000,12,13
"$13,500,000 (estimated)","Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine, Billie Whitelaw, Patrick Malahide, Amelia Warner, Jane Menelaus, Stephen Moyer, Tony Pritchard",R,"Searchlight Pictures, Industry Entertainment, Walrus & Associates, Hollywood Partners, Charenton Productions",Philip Kaufman,"Biography, Drama",,180073,,"Julia Chasman, Mark Huffam, Peter Kaufman, Des McAnuff, Sandra Schulberg",2000-09-02,124,Quills,7.3,54711,13500000.0,,,124,7.3,54711,R,2000,9,2
"$14,000,000 (estimated)","Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine, Joey Lawrence, Anson Mount, Eva Mendes, Jessica Cauffiel, Anthony Anderson, Michael Bacall",R,"Phoenix Pictures, Canal+ Droits Audiovisuels, Aon/Ruben-Winkler Entertainment Insurance, Original Film",John Ottman,"Horror, Mystery","$17,105,555",192731,"$8,505,513, 24 Sep 2000","Amanda Goodpaster, Brad Luff, Gina Matthews, Michael McDonnell, Neal H. Moritz",2000-09-19,97,Urban Legends: Final Cut,4.3,17920,14000000.0,8505513.0,17105555.0,97,4.3,17920,R,2000,9,19
"$8,000,000 (estimated)","John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes, Catherine McCormack, Eddie Izzard, Aden Gillett, Nicholas Elliott, Ronan Vibert, Sophie Langevin",R,"Saturn Films, Long Shot Pictures, BBC Films, Delux Productions, Luxembourg Film Fund",E. Elias Merhige,"Drama, Horror","$11,155,214",189998,,"Paul Brooks, Nicolas Cage, Jimmy de Brabant, Norman Golightly, Alan Howden",2000-05-15,92,Shadow of the Vampire,6.9,42333,8000000.0,,11155214.0,92,6.9,42333,R,2000,5,15
"$31,000,000 (estimated)","Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell, Andre Braugher, Noah Emmerich, Melissa Errico, Daniel Henson, Jordan Bridges, Stephen Joffe",PG-13,New Line Cinema,Gregory Hoblit,"Crime, Drama, Mystery, Sci-Fi, Thriller","$68,106,245",186151,"$9,025,584, 30 Apr 2000","Bill Carraro, Janis Rothbard Chaskin, Toby Emmerich, Patricia Graf, Gregory Hoblit",2000-04-28,118,Frequency,7.4,109134,31000000.0,9025584.0,68106245.0,118,7.4,109134,PG-13,2000,4,28
"$32,000,000 (estimated)","Robert De Niro, Cuba Gooding Jr., Charlize Theron, Aunjanue Ellis, Hal Holbrook, Michael Rapaport, Powers Boothe, David Keith, Holt McCallany, David Conrad",R,"Fox 2000 Pictures, State Street Pictures",George Tillman Jr.,"Biography, Drama","$82,343,495",203019,"$13,339,465, 12 Nov 2000","Bill Badalato, Bill Cosby, Stan Robertson, Robert Teitel",2000-09-14,129,Men of Honor,7.2,117795,32000000.0,13339465.0,82343495.0,129,7.2,117795,R,2000,9,14
"$46,000,000 (estimated)","Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Christian Bale, Busta Rhymes, Dan Hedaya, Toni Collette, Richard Roundtree, Ruben Santiago-Hudson, Josef Sommer","TV-14::(TNT rating), R","Paramount Pictures, Scott Rudin Productions, New Deal Productions, Munich Film Partners & Company (MFP) Shaft Productions, Shaft Productions",John Singleton,"Action, Crime, Thriller","$107,196,498, 28 Jul 2012",162650,,"Paul Hall, Steve Nicolaides, Mark Roybal, Scott Rudin, Adam Schroeder",2000-06-16,99,Shaft,6.0,77616,46000000.0,,107196498.0,99,6.0,77616,R,2000,6,16
"$55,000,000 (estimated)","Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill, Roger Yuan, Xander Berkeley, Rongguang Yu, Cui Ya Hui, Eric Chen, Jason Connery",PG-13,"Touchstone Pictures, Spyglass Entertainment, Roger Birnbaum Productions, Jackie Chan Films Limited, Prosperity Pictures",Tom Dey,"Action, Adventure, Comedy, Western","$99,274,467",184894,"$19,647,065, 28 May 2000","Gary Barber, Roger Birnbaum, Jackie Chan, Willie Chan, Jules Daly",2000-05-19,110,Shanghai Noon,6.6,128258,55000000.0,19647065.0,99274467.0,110,6.6,128258,PG-13,2000,5,19
,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Katherine Heigl, Larisa Oleynik, Jaime Pressly, Marissa Ribisi, Johnny Green, Aimee Graham, Ange Billman",R,"Dream Entertainment, Michael/Finney Productions",Michael Davis,"Comedy, Romance",,214388,,"Ehud Bleiberg, Richard Finney, Richard B.L. Fleming, Yitzhak Ginsberg, Michele Lipkin",2000-09-01,94,100 Girls,5.8,23041,,,,94,5.8,23041,R,2000,9,1
"$90,000,000 (estimated)","James Spader, Angela Bassett, Robert Forster, Lou Diamond Phillips, Peter Facinelli, Robin Tunney, Wilson Cruz, Eddy Rice Jr., Knox White, Kerrigan Mahan","PG-13, R","Hammerhead Productions, Metro-Goldwyn-Mayer, Screenland Pictures, United Artists","Walter Hill, Francis Ford Coppola, Jack Sholder","Horror, Sci-Fi, Thriller",,134983,"$6,731,940, 16 Jan 2000","Daniel Chuba, Jamie Dixon, James Robert Johnston, Ash R. Shah, Ralph S. Singleton",2000-01-14,90,Supernova,4.8,18232,90000000.0,6731940.0,,90,4.8,18232,PG-13,2000,1,14
,"Akemi Okamura, Kappei Yamaguchi, Kazuya Nakai, Mayumi Tanaka, Kenji Utsumi, Nachi Nozawa, Takeshi Aono, Yuka Imai, Osamu Ryutani, Taiki Matsuno",TV-PG,Toei Animation,Junji Shimizu,"Animation, Action, Adventure, Comedy, Fantasy",,814243,,"Yasushi Mitsui, Makoto Shibazaki, Shinji Shimizu, Tan Takaiwa, Teruo Tamamura",2000-03-04,51,One Piece: The Movie,6.6,3351,,,,51,6.6,3351,,2000,3,4
"FRF95,000,000 (estimated)","Jean Reno, Vincent Cassel, Nadia Farès, Dominique Sanda, Karim Belkhadra, Jean-Pierre Cassel, Didier Flamand, François Levantal, Francine Bergé, Philippe Nahon",R,"Légende Films, Gaumont, TF1 Films Production, Canal+",Mathieu Kassovitz,"Crime, Mystery, Thriller","$60,132,548",228786,,"Jérôme Chalou, Alain Goldman, Catherine Morisse",2000-09-27,106,The Crimson Rivers,6.9,62343,,,60132548.0,106,6.9,62343,R,2000,9,27
"$84,000,000 (estimated)","Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott","TV-14::(DLS, TV Rating.), PG-13, Unrated","Universal Pictures, Imagine Entertainment, Shady Acres Entertainment",Peter Segal,"Comedy, Romance, Sci-Fi","$166,339,890",144528,"$42,518,830, 30 Jul 2000","James D. Brubaker, Michael Ewing, Brian Grazer, Karen Kehela Sherwood, Arlene Kehela",2000-07-24,106,Nutty Professor II: The Klumps,4.4,51282,84000000.0,42518830.0,166339890.0,106,4.4,51282,PG-13,2000,7,24
"$29,000,000 (estimated)","Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft, Eli Wallach, Ron Rifkin, Milos Forman, Holland Taylor, Lisa Edelstein, Rena Sofer",PG-13,"Touchstone Pictures, Spyglass Entertainment, Triple Threat Talent",Edward Norton,"Comedy, Drama, Romance","$59,945,183",171433,"$8,078,671, 16 Apr 2000","Gary Barber, Roger Birnbaum, Stuart Blumberg, Jonathan Glickman, Hawk Koch",2000-04-14,128,Keeping the Faith,6.4,52101,29000000.0,8078671.0,59945183.0,128,6.4,52101,PG-13,2000,4,14
"$4,000,000 (estimated)","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj, Jimmy Shergill, Shamita Shetty, Preeti Jhangiani, Kim Sharma, Aishwarya Rai Bachchan, Anupam Kher",Not Rated,Yash Raj Films,Aditya Chopra,"Musical, Drama, Romance",,213890,,"Aditya Chopra, Pamela Chopra, Uday Chopra, Yash Chopra, Mahen Vakil",2000-10-27,216,Mohabbatein,7.0,30352,4000000.0,,,216,7.0,30352,,2000,10,27
"$60,000,000 (estimated)","Garry Shandling, Annette Bening, John Goodman, Greg Kinnear, Ben Kingsley, Judy Greer, Danny Zorn, Harmony Smith, Richard Jenkins, Linda Fiorentino",R,"Brillstein-Grey Entertainment, Columbia Pictures, What Planet Are You From? Productions",Mike Nichols,"Comedy, Sci-Fi",,181151,"$3,008,746, 05 Mar 2000","Bernie Brillstein, Brad Grey, Michael Haley, Michele Imperato, Neil A. Machlis",2000-03-01,105,What Planet Are You From?,5.6,9567,60000000.0,3008746.0,,105,5.6,9567,R,2000,3,1
"SEK17,000,000 (estimated)","Lisa Lindgren, Michael Nyqvist, Emma Samuelsson, Sam Kessel, Gustaf Hammarsten, Anja Lundqvist, Jessica Liedberg, Ola Rapace, Axel Zuber, Shanti Roney",R,"Memfis Film, Zentropa Entertainments, Film i Väst, SVT Drama, Göteborg, Nordisk Film- & TV-Fond",Lukas Moodysson,"Comedy, Drama, Romance",,203166,,"Anna Anthony, Malte Forssell, Peter Aalbæk Jensen, Lars Jönsson, Kermit Smith",2000-08-25,106,Together,7.4,22980,,,,106,7.4,22980,R,2000,8,25
